,FTE,Facility_or_Department,Function,Function_Description,Fund_Description,Job_Title_Description,Location_Description,Object_Description,Object_Type,Operating_Status,Position_Extra,Position_Type,Pre_K,Program_Description,Reporting,Sharing,Student_Type,SubFund_Description,Sub_Object_Description,Text_1,Text_2,Text_3,Text_4,Total,Use
577,0.504246319,nan,'Physical Health & Services','SPECIAL EDUCATION - ITINERANT',nan,'Speech Language Pathologst ','SPECIAL EDUCATION','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Speech Therapist','NO_LABEL','SPECIAL EDUCATION-S/L','Non-School','School on Central Budgets','Special Education','GENERAL FUND',nan,'SPECIAL EDUCATION','SPEECH & LANGUAGE','n/a',nan,26793.70659,'Pupil Services & Enrichment'
578,nan,nan,'Facilities & Maintenance','MAINTENANCE AND OPERATING','General Fund',nan,'ADMIN. SERVICES','REPAIR AND MAINTENANCE SERVICES','Other Non-Compensation','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','Misc','Non-School','Shared Services','NO_LABEL','MISCELLANEOUS',nan,nan,nan,nan,nan,0.44,'NO_LABEL'
579,1,nan,'School Supervision',nan,'General Fund','Building Custodian II','ADMIN. SERVICES',nan,'NO_LABEL','PreK-12 Operating','BUILDING CUSTODIAN ','Custodian','NO_LABEL','Misc','Non-School','Shared Services','NO_LABEL',nan,nan,nan,nan,nan,nan,61404.09,'NO_LABEL'
580,nan,nan,'Teacher Compensation','ELPA - PRESCHOOL PROG',nan,"'Teacher, Elementary '",nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','PreK','EARLY CHILDHOOD','School','School Reported','PreK','ITEMGD PRESCHOOL PROGRAM',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,1317.06648,'Instruction'
581,nan,'Public Relations Department','Security & Safety','Security And Monitoring Services','General Operating Fund','SECURITY OFFICER','Undistributed','Extra Duty Pay/Overtime For Support Personnel','Other Compensation/Stipend','PreK-12 Operating','POLICE PATROL MAN','School Monitor/Security','Non PreK','Undistributed','Non-School','Leadership & Management','Unspecified','Operations','Extra Duty Pay/Overtime For Support Personnel','OVERTIME',nan,nan,nan,7.99,'O&M'
582,0.89394453,nan,'Facilities Planning',"'PLANNING,RES,DEV,& EVAL       '",'GENERAL FUND                  ','SECRETARY II                  ','GROWTH                        ','OTHER SUPPORT PERSONNEL       ','Base Salary/Compensation','PreK-12 Operating',nan,'Sec/Clerk/Other Admin','NO_LABEL',nan,'Non-School','Leadership & Management','Unspecified',nan,nan,nan,nan,nan,nan,32755.76752,'Business Services'
583,nan,nan,'Professional Development','NON-PROJECT',nan,"'Teacher, Secondary (High) '",'TEACHER LEARNING & LEADERSHIP','ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','Non-School','School on Central Budgets','Unspecified','GENERAL FUND',nan,'INSTRUCTIONAL STAFF','TEACHER LEARNING & LEADERSHIP','n/a',nan,247.67088,'ISPD'
584,nan,nan,'NO_LABEL','Other Community Services *','Title I - Disadvantaged Children/Targeted Assistance',nan,nan,'Supplies and Materials','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Community Services','Supplies And Materials',' TITLE I PI+HOMELESS',nan,nan,nan,2304.43,'NO_LABEL'
585,nan,nan,'Substitute Compensation','NON-PROJECT',nan,'Teacher Secondary (Middle) ',nan,'TEACHER COVERAGE FOR TEACHER','Substitute Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','GENERAL MIDDLE/JUNIOR HIGH SCH','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION','TEACHER SUBS','Regular',nan,121.1128,'Instruction'
586,1,nan,'Student Transportation',nan,'General Fund','Bus Driver                              ','Transportation',nan,'NO_LABEL','PreK-12 Operating','BUS DRIVER                              ','Other','NO_LABEL','PUPIL TRANSPORTATION','Non-School','Shared Services','NO_LABEL',nan,nan,nan,nan,nan,nan,21927.61589,'NO_LABEL'
587,0,nan,'Other Compensation','BASIC (FEFP K-12)             ','GENERAL FUND                  ','CLERICAL/TCHR ASST SUB        ','School ','OTHER PERSONAL SERVICES       ','Other Compensation/Stipend','PreK-12 Operating',nan,'Other','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,nan,nan,nan,nan,533.02,'Instruction'
588,nan,nan,'Social & Emotional','NON-PROJECT',nan,'Social Worker ','SOCIAL WORK SERVICES','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Social Worker','NO_LABEL','SOCIAL WORK SERVICES','Non-School','School on Central Budgets','Unspecified','GENERAL FUND',nan,'STUDENTS','PSYCHOLOGICAL SERVICES','n/a',nan,40.98,'Pupil Services & Enrichment'
589,nan,nan,'Data Processing & Information Services','NON-PROJECT',nan,"'Specialist III, PC App '",'CUSTOMER RELATIONS MANAGEMENT','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-OTHER','Other','NO_LABEL','INFORMATION SYSTEMS SERVICES','Non-School','School on Central Budgets','Unspecified','GENERAL FUND',nan,'CENTRAL','ITEMGG-CUSTOMER RELATIONS MGMT','n/a',nan,1398.01672,'Business Services'
590,nan,nan,'Facilities & Maintenance','NON-PROJECT',nan,'Custodial Helper - Day ',nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating',"'CRAFTS, TRADES, AND SERVICES'",'Custodian','NO_LABEL','CARE & UPKEEP OF BLDG SERVICES','Non-School','Shared Services','NO_LABEL','GENERAL FUND',nan,'OPERATION AND MAINT OF PLANT','CUSTODIAL-SCHOOLS','New/Closed Schl',nan,1481.25,'O&M'
591,nan,nan,'School Supervision','NON-PROJECT',nan,"'Supt, Instructional '",'ALTERNATIVE ED / CONSTITUENCY','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','ADMINISTRATOR','Area Officers','NO_LABEL','SUPPORT SERVICES-INSTRUCTIONAL','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'INSTRUCTIONAL STAFF','ALTERNATIVE ED / CONSTITUENCY','n/a',nan,3032.96,'Leadership'
592,nan,nan,'Library & Media','NON-PROJECT',nan,"'Teacher, Librarian Elem '",nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Librarian','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,2634.63776,'Instruction'
593,0.997661772,nan,'Legal','NON-PROJECT',nan,'Deputy General Counsel ','SCHOOL ATTORNEY','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','ADMINISTRATOR','Coordinator/Manager','NO_LABEL','LEGAL SERVICES','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'GENERAL ADMINISTRATION','LEGAL SERVICES','n/a',nan,120697.0674,'Business Services'
594,nan,nan,'Facilities & Maintenance','EMPLOYEE RETIREMENT',nan,'Custodian Asst II ',nan,'RETIREMENT CONTRIB.','Benefits','PreK-12 Operating','UNDESIGNATED','Custodian','NO_LABEL','EMPLOYEE BENEFITS','School','School Reported','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,273.81,'O&M'
595,nan,nan,'Library & Media','TITLE I',nan,'Library Media Center ',nan,'SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PARAPROFESSIONAL','Librarian','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Poverty','FEDERAL GDPG FUND - FY ',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,484.33728,'Instruction'
596,nan,'Instruction And Curriculum','School Administration','Instruction','Title Iv Part B  Century Community Learning Ce',"'CLERICAL, SCHOOL ADMIN.'",'School ','Extra Duty Pay/Overtime For Support Personnel','Other Compensation/Stipend','PreK-12 Operating','ASSISTANT PRINCIPAL SECRETARY','Sec/Clerk/Other Admin','Non PreK','Basic Educational Services','School','School Reported','Unspecified','Learning Center','Extra Duty Pay/Overtime For Support Personnel','MISCELLANEOUS ',nan,nan,'Basic Educational Services - District Objective ',247.68,'Leadership'
597,nan,nan,'Special Population Program Management & Support','IMPROVEMENT OF INSTR SERV','General Fund',nan,'ADMIN. SERVICES','TRAVEL - EMPLOYEES','Travel & Conferences','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','Misc','Non-School','Shared Services','NO_LABEL','MISCELLANEOUS',nan,nan,nan,nan,nan,45.37,'NO_LABEL'
598,0.35,'All Campus Payroll','Social & Emotional',"'""Guidance, Counseling And Evaluation Services""'",'General Operating Fund',"'COUNSELOR, REGULAR'",'School ','Salaries And Wages For Teachers And Other Professi','Base Salary/Compensation','PreK-12 Operating','COUNSELOR HIGH SCHOOL','Guidance Counselor','Non PreK','Undistributed','School','School Reported','Unspecified','Operations','Salaries And Wages For Teachers And Other Professi','REGULAR PAY',nan,nan,'Undistributed',29049.75535,'Pupil Services & Enrichment'
599,nan,nan,'Teacher Compensation','ELA E-TEACHING SHELTERED ENG',nan,"'Teacher, Elementary '",nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,5000.88,'Instruction'
600,0.2,nan,'Physical Health & Services',nan,'General Fund','Physical Therapist',nan,nan,'NO_LABEL','PreK-12 Operating','PHYSICAL THERAPIST ','Physical Therapist','NO_LABEL','SPECIAL EDUCATION CATEGORY V','School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,nan,'NO_LABEL'
601,0.750021262,nan,'Teacher Compensation','ELA E-TEACHING SHELTERED ENG',nan,"'Teacher, Elementary '",nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,40754.0254,'Instruction'
602,nan,'Instruction And Curriculum','Extended Time & Tutoring','Instruction',"'""Title  Part A Improving Basic Programs""'","'TEACHER, ESL EDUCATION'",'School ','Salaries And Wages For Teachers And Other Professi','Other Compensation/Stipend','PreK-12 Operating','TEACHER BACHELOR','Teacher','Non PreK',"'""Title I, Part A Schoolwide Activities Related To State Comp'",'School','School Reported','Poverty',"'""Title  Part A Improving Basic Programs""'",'Extended Day','EXTENDED DAYS',nan,nan,nan,78.02875863,'Instruction'
603,nan,nan,'Parent & Community Relations',nan,'INTRADISTRICT FUNDS',nan,nan,'EDUCATIONAL','Supplies/Materials','PreK-12 Operating','SUPPLIES AND MATERIALS','Non-Position','NO_LABEL','STUDENT SUPPORT SERVICES','School','School Reported','Poverty','TITLE  CFDA 84.00A',nan,nan,'PARENT RESOURCE CENTERS',nan,nan,2615.73,'Pupil Services & Enrichment'
604,nan,nan,'Professional Development','ARRA - NBPTS CERT TCHR GRANT',nan,"'Teacher, Elementary '",'TEACHER LEARNING & LEADERSHIP','ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','Non-School','School on Central Budgets','ELL','ARRA - STIMULUS',nan,'INSTRUCTIONAL STAFF','TEACHER LEARNING & LEADERSHIP','n/a',nan,1621.66864,'ISPD'
605,nan,nan,'Teacher Compensation','TITLE I',nan,"'Teacher, Elementary '",nan,'EMPLOYER PD MED CONTRIBUTION','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Poverty','FEDERAL GDPG FUND - FY ',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,309.77,'Instruction'
606,nan,'Instruction And Curriculum','Physical Health & Services',"'""Guidance, Counseling And Evaluation Services""'",'Idea Part B Formula','SPECIAL ED SPEECH THERAPIST','Summer School','Salaries And Wages For Teachers And Other Professi','Other Compensation/Stipend','PreK-12 Operating','SPEECH THERAPIST','Speech Therapist','Non PreK','Services To Students With Disabilities (Special Education)','Non-School','Shared Services','Special Education','Idea Part B Formula','Extra Duty Wages','EXTENDED YEAR',nan,nan,'Extra Duty Salary',1033.0192,'Pupil Services & Enrichment'
607,0,nan,'Security & Safety',nan,'General Purpose School',nan,nan,'Personal Services - Other Compensation','Base Salary/Compensation','PreK-12 Operating','SECURITY -  DAYS','School Monitor/Security','Non PreK','Support - Regular Instruction','School','School Reported','Unspecified',nan,nan,nan,nan,nan,'Regular Instructional Support',69.68101245,'O&M'
608,nan,nan,'Professional Development','NON-PROJECT',nan,'(blank)',nan,'TRAVEL AND REGISTRATION','Travel & Conferences','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','School','School Reported','Unspecified','GENERAL FUND',nan,'INSTRUCTIONAL STAFF',nan,'Regular',nan,2886.81,'ISPD'
609,0.043702567,nan,'Security & Safety','TITLE I A - ARRA',nan,'Campus Security Officer ','SUMMER SCHOOL - MIDDLE SCHOOLS','SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating',"'CRAFTS, TRADES, AND SERVICES'",'School Monitor/Security','NO_LABEL','SECURITY SERVICES','Non-School','Shared Services','Poverty','ARRA - STIMULUS',nan,'OPERATION AND MAINT OF PLANT','GRANTS MANAGEMENT','n/a',nan,940.7102174,'O&M'
610,0.00862069,nan,'Substitute Compensation','CORE MATTERS',nan,"'Teacher, Short Term Sub '",nan,'SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Substitute','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','School','School Reported','Unspecified','GENERAL FUND',nan,'INSTRUCTIONAL STAFF',nan,'Regular',nan,220.0358769,'Instruction'
611,nan,nan,'Insurance','School Leadership','Campus Activity Funds',nan,'School ','Insurance And Bonding Costs','Other Non-Compensation','PreK-12 Operating',nan,'NO_LABEL','Non PreK','Undistributed','School','School Reported','Unspecified',nan,'Insurance And Bonding Costs',nan,nan,nan,nan,71.74,'Business Services'
612,1,nan,'School Administration','SCH ADMIN (OFFICE OF PRINC)   ','GENERAL FUND                  ','CLERICAL ASST I               ','School ','OTHER SUPPORT PERSONNEL       ','Base Salary/Compensation','PreK-12 Operating',nan,'Sec/Clerk/Other Admin','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,nan,nan,nan,nan,24822.75109,'Leadership'
613,nan,nan,'Teacher Compensation','ELA E-TEACHING SHELTERED ENG',nan,"'Teacher, Elementary '",nan,'EMPLOYER PD MED CONTRIBUTION','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,253.01,'Instruction'
614,nan,nan,'Special Population Program Management & Support','IMPROVEMENT OF INSTR SERV','Special Education',nan,'ADMIN. SERVICES','PURCHASED PROFESSIONAL AND TECH SVCS-OTHER FEES','Contracted Services','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',"'ARRA - IDEA Title VI,B Flow Thru funds'",'Non-School','Shared Services','NO_LABEL','TITLE VIB FLOWTHRU ARRA OF ',nan,nan,nan,nan,nan,2742.72,'NO_LABEL'
615,1.000027845,nan,'Research & Accountability','NON-PROJECT',nan,"'Programmer/Analyst, Senior '",'PLANNING AND INNOVATION','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-OTHER','Other','NO_LABEL',"'PLANNING,RESEARCH,DEVELOPMENT'",'Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'CENTRAL','PLANNING AND ANALYSIS','n/a',nan,94442.11153,'Leadership'
616,nan,nan,'School Administration','NON-PROJECT',nan,'(blank)',nan,'GENERAL SUPPLIES','Supplies/Materials','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','SUPPORT SERVICES-SCHOOL ADMIN','School','School Reported','Unspecified','GENERAL FUND',nan,'SCHOOL ADMINISTRATION',nan,'Regular',nan,169.82,'Leadership'
617,1,nan,'Facilities & Maintenance',nan,'General Purpose School','CUSTODIAN',nan,'Personal Services - Custodians','Base Salary/Compensation','PreK-12 Operating','CUSTODIAN','Custodian','Non PreK','Operations','School','School Reported','Unspecified',nan,nan,nan,nan,nan,'Operation of Plant',19494.16123,'O&M'
618,0.198917797,nan,'Physical Health & Services','SPECIAL EDUCATION - ITINERANT',nan,'Physical Therapist ','SPECIAL EDUCATION','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Physical Therapist','NO_LABEL','SPECIAL EDUCATION-PT','Non-School','School on Central Budgets','Special Education','GENERAL FUND',nan,'SPECIAL EDUCATION','SPEECH & LANGUAGE','n/a',nan,19178.15249,'Pupil Services & Enrichment'
619,1,nan,'School Supervision',nan,nan,'REGIONAL SUPERINTENDENT','INSTRUCTIONAL SUPERINTENDENTS',nan,'Base Salary/Compensation','PreK-12 Operating',nan,'Area Officers','NO_LABEL',nan,'Non-School','Leadership & Management','Unspecified','LOCAL',nan,nan,"'MANAGEMENT,DIRECTION & OVERSIGHT'",nan,nan,163062.0043,'Leadership'
620,nan,nan,'Instructional Materials & Supplies','STATE - GIFTED AND TALENTED',nan,'(blank)',nan,'GENERAL SUPPLIES','Supplies/Materials','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','GIFTED AND TALENTED','School','School Reported','Gifted','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,1006.58,'Instruction'
621,nan,'Special Programs','Extended Time & Tutoring','Instruction','General Operating Fund',"'TEACHER, REGULAR'",'School ','Salaries And Wages For Teachers And Other Professi','Other Compensation/Stipend','PreK-12 Operating','TEACHER BACHELOR','Teacher','Non PreK',"'""Title I, Part A Schoolwide Activities Related To State Comp'",'School','School Reported','At Risk','State Ed. Allotment','Extended Day','EXTENDED DAYS',nan,nan,'Science Extended Day',546.1670877,'Instruction'
622,0.200014492,nan,'Physical Health & Services','TITLE VI-IDEA B-MAIN',nan,'Speech Language Pathologst ','SPECIAL EDUCATION','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Speech Therapist','NO_LABEL','SPECIAL ED-S/L-CHILD FIND','Non-School','School on Central Budgets','Special Education','FEDERAL GDPG FUND - FY ',nan,'SPECIAL EDUCATION',nan,'n/a',nan,11996.3164,'Pupil Services & Enrichment'
623,nan,nan,'NO_LABEL','Disadvantaged Youth *','Title I - Disadvantaged Children/Targeted Assistance',nan,nan,'Regular *','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Special Instruction','Certificated Employees Salaries And Wages','TITLE I ',nan,nan,nan,-181120.48,'NO_LABEL'
624,nan,nan,'Career & Academic Counseling','NON-PROJECT',nan,"'Student Advisor, High Sch '",nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Guidance Counselor','NO_LABEL','GUIDANCE SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'STUDENTS',nan,'Regular',nan,129.86,'Pupil Services & Enrichment'
625,nan,nan,'Library & Media','EDUCATIONAL MEDIA SERVICE','General Fund',nan,nan,'SUPPLIES','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','MEDIA CENTERS','School','School Reported','NO_LABEL','MEDIA CENTERS',nan,nan,nan,nan,nan,130.1,'Instruction'
626,nan,nan,'Security & Safety','NON-PROJECT',nan,'Campus Security Officer ',nan,'ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','OFFICE/ADMINISTRATIVE SUPPORT','School Monitor/Security','NO_LABEL','RISK MANAGEMENT SERVICES','Non-School','School on Central Budgets','Unspecified','RISK-RELATED ACTIVITY FUND',nan,'CENTRAL',nan,'n/a',nan,56.80352,'O&M'
