,FTE,Facility_or_Department,Function,Function_Description,Fund_Description,Job_Title_Description,Location_Description,Object_Description,Object_Type,Operating_Status,Position_Extra,Position_Type,Pre_K,Program_Description,Reporting,Sharing,Student_Type,SubFund_Description,Sub_Object_Description,Text_1,Text_2,Text_3,Text_4,Total,Unnamed: 0
638,nan,nan,'Food Services','SCHOOL NUTRITION','School Nutrition Service Fund',nan,nan,'PURCHASED FOOD','Other Non-Compensation','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','Misc','School','School Reported','NO_LABEL','SCHOOL NUTRITION SERVICE',nan,nan,nan,nan,nan,10550.43,185412
639,1.0,nan,'Aides Compensation','EXCEPTIONAL                   ','GENERAL FUND                  ',"'TEACHER ASSISTANT, PK HDC     '",'School ','PARA PROFESSIONAL             ','Base Salary/Compensation','PreK-12 Operating',nan,'TA','PreK',nan,'School','School Reported','Special Education',nan,nan,nan,nan,nan,nan,23056.551086700001,185450
640,0.0043103448275900007,nan,'Career & Academic Counseling','FUND FOR THE IMPROVEMENT OF ED',nan,"'Teacher,Retrd Shrt Term Sub '",'INTERDISCIPLINARY','SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Substitute','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','Non-School','Shared Services','Unspecified','FEDERAL GDPG FUND - FY ',nan,'INSTRUCTIONAL STAFF','COLLEGE READY','n/a',nan,129.12498492500001,185840
641,0.75002126181500006,nan,'Teacher Compensation','ELA E-TEACHING SHELTERED ENG',nan,"'Teacher, Elementary '",nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,40754.025400199993,185880
642,nan,nan,'Teacher Compensation','EXCEPTIONAL                   ','GENERAL FUND                  ',"'TEACHER, ID                   '",'School ','BONUSES                       ','Other Compensation/Stipend','PreK-12 Operating',nan,'Teacher','NO_LABEL',nan,'School','School Reported','Special Education',nan,nan,'SCHOOL RECOGNITION            ',nan,nan,nan,929.14999999999998,185900
643,nan,nan,'Teacher Compensation','ELA E-TEACHING SHELTERED ENG',nan,"'Teacher, Elementary '",nan,'EMPLOYER PD MED CONTRIBUTION','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,253.00999999999999,185913
644,0.0,nan,'Substitute Compensation',nan,'General Purpose School',nan,nan,'Personal Services - Substitute Teachers Certified','Substitute Compensation','PreK-12 Operating','SUBSTITUTE TEACHER','Substitute','Non PreK','Instruction - Regular','School','School Reported','Alternative',nan,nan,nan,nan,nan,'Alternative Schools Instruction',71.239900000000006,186218
645,1.0,'Multilingual Department','Other Compensation','Instructional Leadership','General Operating Fund','TRANSLATOR BILINGUIAL','Undistributed','Salaries And Wages For Teachers And Other Professi','Base Salary/Compensation','PreK-12 Operating','ADMINISTRATIVE ASSISTANT','Other','Non PreK','Bilingual Education And Special Language Programs','Non-School','Shared Services','ELL','Operations','Salaries And Wages For Teachers And Other Professi','REGULAR PAY',nan,nan,nan,90843.722650800002,186275
646,nan,nan,'NO_LABEL','MAINTENANCE AND OPERATING','General Fund',nan,nan,'SUPPLIES','NO_LABEL',"'Operating, Not PreK-12'",nan,'NO_LABEL','NO_LABEL','Misc','NO_LABEL','NO_LABEL','NO_LABEL','MISCELLANEOUS',nan,nan,nan,nan,nan,382.41000000000003,186332
647,nan,nan,'Facilities Planning',"'PLANNING,RES,DEV,& EVAL       '",'GENERAL FUND                  ',nan,'GROWTH                        ','COMMUNICATION                 ','Other Non-Compensation','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',nan,'Non-School','Leadership & Management','Unspecified',nan,nan,'GROWTH                        ',nan,nan,nan,81.680000000000007,186354
648,nan,nan,'Enrichment','Direction Of Support Services - Pupils *','Special Trust',nan,nan,'Other Pupil Transportation Services','Contracted Services','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'School','School Reported','Special Education','Support Services--Pupils','Pupil Transportation *','SPECIAL OLYMPICS',nan,nan,nan,-2796.2600000000002,186624
649,nan,nan,'Research & Accountability','STAFF SERVICES                ','ARRA - RACE TO THE TOP        ',nan,'CHIEF ACADEMIC OFFICER        ','OUT OF COUNTY TRAVEL          ','Travel & Conferences','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','COMMON CORE STATE STANDARDS   ','Non-School','Leadership & Management','Unspecified',nan,nan,'COMMON CORE ST STANDARD (CCSS)',nan,nan,nan,10605.440000000001,186645
650,0.0,'Purchasing Department',"'Finance, Budget, Purchasing & Distribution'",'General Administration','General Operating Fund',"'TEMPORARY,PURCHASING DEPT.'",'Administration - No Description Provided','Salaries Or Wages For Support Personnel','Base Salary/Compensation','PreK-12 Operating','TEMPORARY EMPLOYEE','Other','Non PreK','Undistributed','Non-School','Leadership & Management','Unspecified','Operations','Temporary / Part-Time Support Personnel','REGULAR PAY',nan,nan,nan,15636.483441799995,186832
651,nan,nan,'School Administration','ELA S - TEACHING SPANISH ONLY',nan,"'Admin Intern, Elementary '",nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Other','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,3071.4899999999998,187050
652,nan,nan,'Utilities','SPECIAL ED - EARLY CHILDHOOD',nan,'(blank)','SUMMER SCHOOL - ELEMENTARY SCH','PETRO-VEND FUEL AND FLUIDS','Rent/Utilities','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','SPECIAL EDUCATION','Non-School','Shared Services','Special Education','GENERAL FUND',nan,'SPECIAL EDUCATION','SPECIAL ED SYSTEMWIDE COSTS','n/a',nan,219.43000000000001,187097
653,0.32167550604099998,nan,'Teacher Compensation','TITLE VI-IDEA B-MAIN',nan,"'Teacher, Itinerant '",'SPECIAL EDUCATION','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','AUTISM','Non-School','School on Central Budgets','Special Education','FEDERAL GDPG FUND - FY ',nan,'SPECIAL EDUCATION',nan,'n/a',nan,23442.910960599998,187141
654,0.00215517241379,nan,'Substitute Compensation','NON-PROJECT',nan,"'Teacher, Short Term Sub '",nan,'SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Substitute','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','School','School Reported','Unspecified','GENERAL FUND',nan,'INSTRUCTIONAL STAFF',nan,'Regular',nan,55.193969233999994,187437
655,nan,nan,'Utilities','NON-PROJECT',nan,'(blank)',nan,'NATURAL GAS','Rent/Utilities','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','CARE & UPKEEP OF BLDG SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'OPERATION AND MAINT OF PLANT','OPERATIONS - UTILITIES','Turnaround',nan,84436.119999999995,187628
656,nan,nan,"'Finance, Budget, Purchasing & Distribution'",'TUITION BILLING',nan,'Accounting Technician II ','GENERAL LEDGER ACCOUNTING','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','OFFICE/ADMINISTRATIVE SUPPORT','Other','PreK','FINANCIAL ACCOUNTING SERVICES','Non-School','Leadership & Management','PreK','DISTRICT SPECIAL REVENUE FUNDS',nan,'BUSINESS','GENERAL LEDGER ACCOUNTING','n/a',nan,1345.1251199999999,187979
657,0.0,nan,'Utilities',nan,'General Purpose School',nan,nan,'Utilities - Natural Gas','Rent/Utilities','PreK-12 Operating',nan,'Non-Position','Non PreK','Operations','School','School Reported','Unspecified',nan,nan,nan,nan,nan,nan,10108.57,188229
658,nan,'Security Department','Security & Safety','Security And Monitoring Services','General Operating Fund',nan,'Unallocated','General Supplies','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','Non PreK','Undistributed','Non-School','School on Central Budgets','Unspecified',nan,'Capital Supplies ( Unit Cost  and > ',nan,nan,nan,nan,16837.330000000002,188231
659,nan,nan,'Untracked Budget Set-Aside','EXCEPTIONAL                   ','GENERAL FUND                  ',nan,'School ','UNEMPLOYMENT COMPENSATION     ','Benefits','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',nan,'School','School Reported','Special Education',nan,nan,nan,nan,nan,nan,13120.82,188367
660,nan,nan,'Career & Academic Counseling','NON-PROJECT',nan,"'Student Advisor, Midd Sch '",nan,'EMPLOYER PD MED CONTRIBUTION','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Guidance Counselor','NO_LABEL','GUIDANCE SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'STUDENTS',nan,'Regular',nan,503.51999999999998,188685
661,0.92888392126300012,nan,'Social & Emotional','ATTENDANCE AND SOCIAL WORK    ','GENERAL FUND                  ','SOCIAL WORKER                 ','STUDENT SERVICES              ','OTHER CERTIFIED               ','Base Salary/Compensation','PreK-12 Operating',nan,'Social Worker','NO_LABEL',nan,'Non-School','School on Central Budgets','Unspecified',nan,nan,nan,nan,nan,nan,43654.577047600003,189540
662,0.0,nan,'Other Compensation','BASIC (FEFP K-12)             ','GENERAL FUND                  ','CLERICAL/TCHR ASST SUB        ','School ','OTHER PERSONAL SERVICES       ','Other Compensation/Stipend','PreK-12 Operating',nan,'Other','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,nan,nan,nan,nan,442.93000000000001,189908
663,nan,nan,'Curriculum Development','Instruction And Curriculum Development Services *','Special Trust',nan,nan,'Memberships in a Professional Organization','Other Non-Compensation','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'School','School Reported','Unspecified','Support Services - Instructional Staff','Dues And Fees *','UNIVERSITY',nan,nan,nan,-730.53999999999996,190137
664,0.66668319474100002,nan,'Career & Academic Counseling','NON-PROJECT',nan,"'Student Advisor, High Sch '",nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Guidance Counselor','NO_LABEL','GUIDANCE SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'STUDENTS',nan,'Turnaround',nan,54270.326491599997,190931
665,0.025000000000000001,nan,'Enrichment',nan,nan,'Aide (Afterschool)','OFC COM & ED PROG-AFTER SCHOOL AIDES',nan,'Base Salary/Compensation','PreK-12 Operating',nan,'TA','NO_LABEL',nan,'Non-School','School on Central Budgets','Unspecified',"'SUMMER ED, ARTS & SPORTS - SEAS'",nan,nan,'AFTERSCHOOL PROGRAMS',nan,nan,1010.49900335,191501
666,0.027973060428900003,nan,'Untracked Budget Set-Aside','BASIC (FEFP K-12)             ','GENERAL FUND                  ',"'TSA, ESE                      '",'School ','CLASSROOM TEACHER             ','Base Salary/Compensation','PreK-12 Operating',nan,'Other','NO_LABEL',nan,'School','School Reported','Special Education',nan,nan,nan,nan,nan,nan,1475.0140877700001,191981
667,nan,nan,'Untracked Budget Set-Aside','Middle/Junior High','Special Trust',nan,nan,'Supplies and Materials','Supplies/Materials','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'Non-School','Shared Services','Unspecified','Regular Instruction','Supplies And Materials','CTR COMM SOL-BRICK MALE',nan,nan,nan,9909.0100000000002,192019
668,nan,nan,'School Supervision','OTHER SUPPORT SERVICES','Title I',nan,'ADMIN. SERVICES','TRAVEL - EMPLOYEES','Travel & Conferences','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','ARRA - Title I Grants to LEAs','Non-School','Shared Services','NO_LABEL','TITLE I-A ARRA OF  TARGETED ASSISTANCE',nan,nan,nan,nan,nan,60.18,192334
669,nan,nan,'Library & Media','TITLE I',nan,'Library Media Center ',nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PARAPROFESSIONAL','Librarian','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Poverty','FEDERAL GDPG FUND - FY ',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,8.25,192916
670,nan,nan,'Other Non-Compensation','SPECIAL ED - EARLY CHILDHOOD',nan,'(blank)','SPECIAL EDUCATION','OTHER PROFESSIONAL SERVICES','Contracted Services','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','SPECIAL EDUCATION','Non-School','Shared Services','Special Education','GENERAL FUND',nan,'SPECIAL EDUCATION','SPECIAL ED SYSTEMWIDE COSTS','n/a',nan,637192.42000000004,193906
671,1.0,nan,'Facilities & Maintenance',nan,'General Purpose School','CUSTODIAN',nan,'Personal Services - Custodians','Base Salary/Compensation','PreK-12 Operating','CUSTODIAN','Custodian','Non PreK','Operations','School','School Reported','Unspecified',nan,nan,nan,nan,nan,'Operation of Plant',19494.161225899999,194116
672,nan,nan,'Teacher Compensation','ELA E-TEACHING SHELTERED ENG',nan,"'Teacher, Secondary (High) '",nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','GENERAL HIGH SCHOOL EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,2634.9010399999997,194863
673,nan,'Instruction And Curriculum','Instructional Materials & Supplies','Instruction','Idea Part B Formula',nan,'School ','General Supplies','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','Non PreK','Services To Students With Disabilities (Special Education)','School','School Reported','Special Education',nan,'General Supplies',nan,'SUPPLIES & MATERIALS',nan,'Supp and Materials that do not require specific approval',582.94999999999982,195398
674,0.99037334672700006,nan,'Student Assignment','NON-PROJECT',nan,'Office Support II ','ADMISSIONS AND STUDENT RECORDS','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','OFFICE/ADMINISTRATIVE SUPPORT','Sec/Clerk/Other Admin','NO_LABEL','STUDENT RECORDS','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'STUDENTS','PUPIL RECORDS','n/a',nan,43317.827518999999,195451
675,nan,nan,'Untracked Budget Set-Aside','BASIC (FEFP K-12)             ','GENERAL FUND                  ',nan,'School ','UNEMPLOYMENT COMPENSATION     ','Benefits','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,nan,nan,nan,nan,608.18999999999983,195756
676,nan,nan,'Security & Safety','INST STAFF TRAINING SVCS      ','GENERAL FUND                  ',nan,'School ','SUPPLIES                      ','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',nan,'Non-School','Leadership & Management','Unspecified',nan,nan,'SAFE SCHOOLS                  ',nan,nan,nan,2616.9899999999998,195941
677,nan,nan,'Physical Health & Services','NON-PROJECT',nan,'Nurse ','SCHOOL NURSE SERVICES','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Nurse','NO_LABEL','NURSING SERVICES','Non-School','School on Central Budgets','Unspecified','GENERAL FUND',nan,'STUDENTS','SCHOOL NURSE SERVICES','n/a',nan,1315.5800000000004,195953
678,nan,nan,'NO_LABEL','Disadvantaged Youth *','Title I - Disadvantaged Children/Targeted Assistance',nan,nan,'Regular *','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Special Instruction','Certificated Employees Salaries And Wages','ESEA TITLE I',nan,nan,nan,-212354.09,196487
679,nan,nan,'Instructional Materials & Supplies','BASIC (FEFP K-12)             ','GENERAL FUND                  ',"'TEACHER, MATH-MIDDLE          '",'School ','SUPPLIES                      ','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,'TEACHER LEAD                  ',nan,nan,nan,182.86000000000001,197155
680,nan,nan,'Legal','DELL COMPUTERS',nan,'(blank)',nan,'MILEAGE REIMBURSEMENT','Travel & Conferences','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','OTHER GENERAL EDUCATION','Non-School','Shared Services','Unspecified','DISTRICT SPECIAL REVENUE FUNDS',nan,'OTHER EDUCATION',nan,'n/a',nan,76.069999999999993,197295
681,nan,nan,'NO_LABEL','Other Community Services *','Title I - Disadvantaged Children/Targeted Assistance',nan,nan,'Other Objects','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Community Services','Other Objects',' TITLE I PI+HOMELESS',nan,nan,nan,350.08999999999997,197385
682,nan,nan,'Professional Development','TEACHER INCENTIVE FUND (TIF)',nan,"'Teacher, Elementary '",'TEACHER LEARNING & LEADERSHIP','ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','SUPPORT SERVICES-INSTRUCTIONAL','Non-School','Shared Services','Unspecified','ARRA - STIMULUS',nan,'INSTRUCTIONAL STAFF','TIF GRANT','n/a',nan,247.58000000000001,197751
683,nan,nan,'Professional Development','STAFF SERVICES                ','GENERAL FUND                  ','ASSISTANT PRINCIPAL I-MIDDLE  ','School ','WORKSHOP PARTICIPANT          ','Other Compensation/Stipend','PreK-12 Operating',nan,'Vice Principal','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,nan,nan,nan,nan,372.32999999999998,197763
684,0.22,'All Campus Payroll','Aides Compensation','Instruction','General Operating Fund',"'CLASSROOM AIDE, PRE-K'",'School ','Salaries Or Wages For Support Personnel','Base Salary/Compensation','PreK-12 Operating','AB AIDE','TA','PreK','PRE-K','School','School Reported','At Risk','State Ed. Allotment','Salaries Or Wages For Support Personnel','REGULAR PAY',nan,nan,nan,4888.7870255799999,198403
685,nan,nan,'Physical Health & Services','TITLE VI-IDEA B-MAIN',nan,'Occ/Physical Therapist Tech ','SPECIAL EDUCATION','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PARAPROFESSIONAL','Physical Therapist','NO_LABEL','SPECIAL EDUCATION','Non-School','School on Central Budgets','Special Education','FEDERAL GDPG FUND - FY ',nan,'SPECIAL EDUCATION',nan,'n/a',nan,3009.52,198727
686,nan,nan,'Special Population Program Management & Support','IMPROVEMENT OF INSTR SERV','Special Education',nan,'ADMIN. SERVICES','PURCHASED PROFESSIONAL AND TECH SVCS-OTHER FEES','Contracted Services','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',"'ARRA - IDEA Title VI,B Flow Thru funds'",'Non-School','Shared Services','NO_LABEL','TITLE VIB FLOWTHRU ARRA OF ',nan,nan,nan,nan,nan,2742.7199999999998,198922
687,nan,nan,'Enrichment',nan,nan,'EXTRA CURRICULAR SPO',nan,'Extracurricular Supp','Other Compensation/Stipend','PreK-12 Operating',nan,'Club Advisor/Coach','NO_LABEL',nan,'School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,1525.1500000000001,199056
